SimpleConsoleBrainFuck;454
SimpleConsoleBrainFuck;24
SimpleConsoleBrainFuck;16
SimpleConsoleBrainFuck;18
SimpleConsoleBrainFuck;14
SimpleConsoleBrainFuck;37
SimpleConsoleBrainFuck;14
SimpleConsoleBrainFuck;16
SimpleConsoleBrainFuck;14
SimpleConsoleBrainFuck;14
SimpleConsoleBrainFuck;19
SimpleConsoleBrainFuck;13
SimpleConsoleBrainFuck;13
SimpleConsoleBrainFuck;13
SimpleConsoleBrainFuck;13
SimpleConsoleBrainFuck;13
SimpleConsoleBrainFuck;14
SimpleConsoleBrainFuck;15
SimpleConsoleBrainFuck;13
SimpleConsoleBrainFuck;14
