2019-03-20 20:59:45;SimpleConsoleHaskell;1;1762
2019-03-20 20:59:46;SimpleConsoleHaskell;2;159
2019-03-20 20:59:47;SimpleConsoleHaskell;3;226
2019-03-20 20:59:49;SimpleConsoleHaskell;4;135
2019-03-20 20:59:50;SimpleConsoleHaskell;5;132
2019-03-20 20:59:51;SimpleConsoleHaskell;6;224
2019-03-20 20:59:52;SimpleConsoleHaskell;7;133
2019-03-20 20:59:53;SimpleConsoleHaskell;8;130
2019-03-20 20:59:55;SimpleConsoleHaskell;9;132
2019-03-20 20:59:56;SimpleConsoleHaskell;10;147
2019-03-20 20:59:57;SimpleConsoleHaskell;11;504
2019-03-20 20:59:58;SimpleConsoleHaskell;12;130
2019-03-20 21:00:00;SimpleConsoleHaskell;13;137
2019-03-20 21:00:01;SimpleConsoleHaskell;14;204
2019-03-20 21:00:02;SimpleConsoleHaskell;15;227
2019-03-20 21:00:03;SimpleConsoleHaskell;16;124
2019-03-20 21:00:04;SimpleConsoleHaskell;17;135
2019-03-20 21:00:06;SimpleConsoleHaskell;18;130
2019-03-20 21:00:07;SimpleConsoleHaskell;19;145
2019-03-20 21:00:08;SimpleConsoleHaskell;20;144
